symbol,market,date,gap_type,gap_size,vol_ratio,vol_confirmed,makes_new_high,fast_filled,unfilled_10d,excess10,excess20,excess60,post20,post60
3563.TW,tw,2023-10-05,down,0.0172,4.02,True,False,False,False,-0.0727,-0.0844,-0.0098,0.0766,0.1556
3563.TW,tw,2023-11-09,down,0.0107,2.4,True,False,False,False,0.0665,0.1341,0.4463,0.0249,0.4549
3563.TW,tw,2024-04-26,up,0.0324,1.23,False,True,False,False,-0.1698,-0.2619,-0.4137,-0.0472,-0.2807
3563.TW,tw,2024-04-29,up,0.0134,2.05,True,True,True,False,-0.1676,-0.2351,-0.379,-0.0818,-0.2918
3563.TW,tw,2024-08-05,down,0.0714,1.01,False,False,False,False,0.1156,0.1185,0.1321,0.0363,-0.047
3563.TW,tw,2024-09-04,down,0.0175,1.41,False,False,False,False,0.0428,0.0435,0.1064,-0.0784,0.04
3563.TW,tw,2025-02-03,down,0.0121,0.77,False,False,False,False,0.0719,0.358,0.2723,0.4986,0.4269
3563.TW,tw,2025-03-31,down,0.0118,0.73,False,False,False,False,-0.1098,-0.1024,0.0473,0.251,0.0964
3563.TW,tw,2025-04-07,down,0.0572,0.04,False,False,False,False,-0.1968,-0.138,-0.0213,0.3042,0.1761
3563.TW,tw,2025-04-08,down,0.0652,0.89,False,False,False,False,-0.1649,-0.0929,0.0692,0.3659,0.2226
3563.TW,tw,2025-04-09,down,0.0737,0.74,False,False,False,False,-0.0723,0.0039,0.1031,0.3043,0.1321
3563.TW,tw,2025-04-10,up,0.0687,0.26,False,False,True,False,-0.0258,0.0141,0.0756,0.2814,0.0395
3563.TW,tw,2025-04-11,down,0.0113,1.71,True,False,False,False,0.0208,0.1538,0.1394,0.2484,-0.02
3563.TW,tw,2025-05-13,up,0.0229,2.09,True,True,False,True,0.0726,0.1086,-0.2155,-0.0123,-0.2769
3563.TW,tw,2025-08-27,up,0.0112,3.75,True,True,False,True,0.0388,-0.1599,-0.3233,-0.2817,-0.3895
3563.TW,tw,2025-11-03,down,0.0229,2.03,True,False,False,False,-0.0515,0.0512,-0.1804,0.121,-0.187
3563.TW,tw,2025-12-19,up,0.0131,1.72,True,False,False,False,-0.0836,-0.1956,0.3959,-0.1525,0.5007
3563.TW,tw,2026-02-26,up,0.0249,3.16,True,True,False,True,0.2886,0.5302,0.2135,0.2096,-0.3285
3563.TW,tw,2026-03-02,up,0.0228,3.16,True,True,False,False,0.1771,0.4264,0.0507,0.2007,-0.3479
3563.TW,tw,2026-03-09,down,0.075,0.53,False,False,False,False,0.2492,0.4329,0.0047,0.1647,-0.4266
3583.TW,tw,2018-02-05,down,0.0158,0.49,False,False,False,False,-0.0617,-0.1097,-0.2437,-0.1353,-0.1506
3583.TW,tw,2018-02-06,down,0.0101,0.79,False,False,False,False,-0.0317,-0.0711,-0.2099,-0.146,-0.1453
3583.TW,tw,2018-06-25,up,0.0212,5.02,True,True,False,True,0.0922,0.194,-0.141,0.0227,-0.1946
3583.TW,tw,2018-10-11,down,0.042,2.17,True,False,False,False,0.0044,-0.0004,-0.0637,0.0155,-0.0488
3583.TW,tw,2018-10-25,down,0.0109,0.67,False,False,False,False,-0.005,0.0155,-0.0488,0.053,0.3047
3583.TW,tw,2018-12-10,down,0.0125,0.77,False,False,False,False,-0.0693,-0.0165,0.1964,-0.0113,0.3252
3583.TW,tw,2019-01-09,up,0.0156,6.55,True,False,True,False,-0.0649,0.2363,0.2384,0.2764,0.2262
3583.TW,tw,2019-01-28,up,0.0646,6.84,True,True,False,True,0.119,0.049,-0.0112,-0.0505,-0.1905
3583.TW,tw,2019-05-13,down,0.0135,1.42,False,False,False,False,0.0113,0.0404,0.0199,0.0037,0.0424
3583.TW,tw,2019-06-10,up,0.0297,1.73,True,False,False,False,-0.0032,0.0479,-0.0062,-0.0124,-0.0352
3583.TW,tw,2019-06-12,up,0.0111,2.51,True,True,True,False,-0.0483,-0.0175,-0.0458,0.0178,-0.0142
3583.TW,tw,2019-07-11,down,0.0183,1.58,True,False,False,False,0.0294,0.0206,-0.1558,0.004,-0.2036
3583.TW,tw,2019-08-02,down,0.0137,1.05,False,False,False,False,-0.0187,-0.0339,-0.2626,-0.0497,-0.2501
3583.TW,tw,2019-08-07,up,0.0116,0.44,False,False,False,False,0.0078,-0.0202,-0.2498,-0.0461,-0.2805
3583.TW,tw,2019-09-10,down,0.0144,0.62,False,False,False,False,-0.0019,-0.1609,-0.1327,-0.1629,-0.0919
3583.TW,tw,2019-10-07,down,0.0248,9.99,True,False,False,False,-0.0043,-0.0816,0.0605,-0.1106,0.0073
3583.TW,tw,2019-11-11,down,0.0161,3.44,True,False,False,False,0.028,0.1291,0.0366,0.1483,-0.0287
3583.TW,tw,2020-01-30,down,0.0589,1.69,True,False,False,False,-0.0345,-0.0674,-0.1004,-0.1228,-0.0628
3583.TW,tw,2020-02-04,up,0.0221,0.43,False,False,False,False,0.0058,-0.035,-0.0963,-0.1249,-0.0951
3583.TW,tw,2020-03-12,down,0.0213,3.52,True,False,False,False,-0.0731,-0.027,0.0104,0.1358,0.1215
3583.TW,tw,2020-03-13,down,0.0292,2.48,True,False,False,False,-0.0439,-0.0029,0.0518,0.135,0.1174
3583.TW,tw,2020-03-19,down,0.0344,1.68,True,False,False,False,0.0358,0.2262,0.1034,0.0908,0.088
3583.TW,tw,2020-03-25,up,0.0267,0.73,False,False,False,False,0.0562,0.1184,0.1005,0.0683,-0.0034
3583.TW,tw,2020-04-07,up,0.0126,0.88,False,False,False,True,0.0657,0.0648,0.0197,-0.0111,0.1776
3583.TW,tw,2020-04-17,up,0.0702,2.66,True,True,False,False,-0.0569,-0.0505,-0.089,0.0123,0.1162
3583.TW,tw,2020-07-16,up,0.087,1.79,True,True,False,True,-0.0215,-0.0781,-0.0535,0.0496,-0.0224
3583.TW,tw,2020-07-17,up,0.0236,8.9,True,True,False,True,-0.1104,-0.1508,-0.1239,0.0406,-0.0339
3583.TW,tw,2020-07-20,up,0.0182,7.72,True,True,False,False,-0.1417,-0.2042,-0.1566,0.0242,-0.0506
3583.TW,tw,2021-04-07,up,0.0158,4.85,True,True,False,True,-0.0408,-0.138,-0.147,-0.1803,-0.1277
3583.TW,tw,2021-05-17,down,0.0175,1.0,False,False,False,False,0.0819,0.0948,0.1481,0.071,0.0338
3583.TW,tw,2021-08-10,up,0.0265,7.39,True,False,False,False,-0.0201,0.015,0.2119,0.1607,0.2571
3583.TW,tw,2021-12-30,up,0.0336,4.03,True,True,False,False,-0.0839,-0.1472,-0.1145,-0.0816,-0.1221
3583.TW,tw,2022-02-14,down,0.0107,0.13,False,False,False,False,0.0125,-0.0094,0.0382,0.0168,0.0954
3583.TW,tw,2022-03-07,down,0.0147,0.74,False,False,False,False,0.0277,0.0547,0.1297,-0.0341,0.1054
3583.TW,tw,2022-03-10,up,0.0181,0.97,False,False,False,False,0.0796,0.0216,0.1247,-0.126,-0.0199
3583.TW,tw,2022-04-25,down,0.0165,0.88,False,False,False,False,0.1044,0.164,0.1149,0.0974,-0.058
3583.TW,tw,2022-08-29,down,0.0118,0.57,False,False,False,False,-0.0135,-0.0642,-0.1167,-0.0514,-0.0497
3583.TW,tw,2022-09-12,up,0.0141,0.28,False,False,False,False,-0.0567,-0.0466,-0.0329,-0.0097,-0.0103
3583.TW,tw,2022-09-26,down,0.0147,1.13,False,False,False,False,0.0074,-0.0097,-0.0103,0.0092,0.0057
3583.TW,tw,2022-10-11,down,0.0216,0.98,False,False,False,False,-0.0179,0.0092,0.0057,-0.0296,-0.0673
3583.TW,tw,2022-12-16,down,0.0105,0.47,False,False,False,False,-0.0127,-0.0745,0.0053,-0.0815,0.0815
3583.TW,tw,2023-06-07,up,0.0522,1.21,False,True,False,True,0.1824,0.2198,0.631,0.2045,0.3056
3583.TW,tw,2023-06-08,up,0.026,4.11,True,True,False,True,0.0781,0.1459,0.5441,0.2501,0.2771
3583.TW,tw,2023-06-13,up,0.0166,0.98,False,True,False,False,-0.0466,0.0435,0.3956,0.4717,0.3465
3583.TW,tw,2023-07-04,up,0.0193,2.03,True,True,False,True,0.0503,0.3248,0.1955,0.338,0.1199
3583.TW,tw,2023-07-25,up,0.0155,1.54,True,True,False,True,0.1472,0.1914,-0.039,-0.082,-0.1924
3583.TW,tw,2023-07-26,up,0.0142,2.11,True,True,False,False,0.0394,0.1223,-0.0337,-0.0013,-0.1427
3583.TW,tw,2023-08-07,up,0.0201,1.51,True,False,False,False,0.0204,-0.1106,-0.2092,-0.1786,-0.2764
3583.TW,tw,2023-09-18,down,0.0119,0.36,False,False,False,False,0.0272,-0.0524,-0.005,-0.0961,-0.0576
3583.TW,tw,2023-09-25,up,0.018,1.88,True,False,True,False,0.0151,-0.0334,-0.0253,-0.0866,-0.0743
3583.TW,tw,2023-10-26,down,0.0177,0.71,False,False,False,False,-0.0425,0.0728,0.0103,0.1265,0.0749
3583.TW,tw,2024-02-15,up,0.0135,3.46,True,True,False,True,0.0975,0.0176,0.1435,0.0237,0.0834
3583.TW,tw,2024-04-19,down,0.0204,1.09,False,False,False,False,0.0461,-0.0701,0.0102,-0.0923,0.0529
3583.TW,tw,2024-04-24,up,0.0139,0.78,False,False,True,False,0.0815,-0.0789,0.0958,-0.176,-0.0653
3583.TW,tw,2024-05-13,down,0.0348,0.8,False,False,False,False,0.0146,0.0344,0.0964,-0.0852,0.2867
3583.TW,tw,2024-07-18,down,0.0259,0.85,False,False,False,False,0.0951,0.2564,0.2185,-0.0052,0.0765
3583.TW,tw,2024-08-05,down,0.0294,0.51,False,False,False,False,0.1577,-0.0052,0.0765,-0.1407,-0.1432
3583.TW,tw,2024-09-04,down,0.0176,0.74,False,False,False,False,0.107,0.2033,0.0401,-0.0141,-0.1364
3583.TW,tw,2025-02-03,down,0.0584,0.99,False,False,False,False,0.017,0.0032,-0.1056,-0.0005,-0.1183
3583.TW,tw,2025-03-03,down,0.0205,1.71,True,False,False,False,0.0629,-0.0659,-0.0721,-0.1429,-0.0949
3583.TW,tw,2025-03-31,down,0.0317,2.39,True,False,False,False,-0.0343,0.0077,0.1691,0.0185,0.1686
3583.TW,tw,2025-04-07,down,0.0903,0.23,False,False,False,False,-0.0449,-0.0121,0.1762,0.0239,0.162
3583.TW,tw,2025-04-08,down,0.0992,0.29,False,False,False,False,0.0397,0.058,0.2588,0.0123,0.1894
3583.TW,tw,2025-04-09,down,0.0639,1.77,True,False,False,False,0.1771,0.1544,0.3522,0.0212,0.0983
3583.TW,tw,2025-04-10,up,0.0565,0.61,False,False,True,False,0.1647,0.1538,0.3077,0.0274,0.0892
3583.TW,tw,2025-04-14,up,0.0147,2.22,True,False,False,False,0.085,0.0626,0.2595,0.0026,0.0639
3583.TW,tw,2025-11-20,up,0.0115,0.53,False,False,True,False,-0.0016,0.0208,-0.1767,0.0007,-0.0368
3583.TW,tw,2026-02-09,up,0.0208,0.51,False,False,False,True,0.0783,0.2738,1.3723,0.3251,0.9816
3583.TW,tw,2026-03-04,down,0.0137,1.15,False,False,False,False,0.2006,0.3716,1.1583,0.7387,0.6041
3583.TW,tw,2026-03-09,down,0.0679,0.66,False,False,False,False,0.3327,0.6378,1.2415,0.7797,0.5939
3583.TW,tw,2026-03-10,up,0.0182,0.74,False,False,False,True,0.3132,0.7112,1.1165,0.815,0.4729
3587.TWO,tw,2018-02-12,down,0.0104,0.23,False,False,False,False,-0.0157,-0.0041,-0.0604,0.0123,-0.0297
3587.TWO,tw,2018-03-12,up,0.0143,1.46,False,False,False,False,0.0143,0.0043,-0.0001,-0.0464,-0.0625
3587.TWO,tw,2018-07-13,up,0.0398,4.29,True,True,False,True,-0.0703,-0.0972,-0.2752,-0.0714,-0.3288
3587.TWO,tw,2018-10-11,down,0.0449,4.42,True,False,False,False,-0.166,-0.1437,0.2024,0.1936,0.6576
3587.TWO,tw,2018-10-19,down,0.0213,2.58,True,False,False,False,-0.0047,0.052,0.4726,0.4289,0.6377
3587.TWO,tw,2018-10-25,down,0.0293,1.8,True,False,False,False,0.0366,0.1936,0.6576,0.2818,0.5913
3587.TWO,tw,2018-11-08,up,0.0119,0.6,False,False,True,False,0.1466,0.2818,0.5913,0.1725,0.3394
3587.TWO,tw,2018-11-29,up,0.012,6.02,True,True,False,True,0.0768,0.0404,0.2566,0.0561,0.2657
3587.TWO,tw,2018-12-03,up,0.0237,2.35,True,True,True,False,-0.0478,0.0102,0.1444,0.0829,0.2569
3587.TWO,tw,2018-12-18,down,0.0247,0.52,False,False,False,False,0.0996,0.1017,0.334,0.0844,0.1465
3587.TWO,tw,2019-03-13,up,0.021,2.71,True,True,False,True,0.0227,-0.0315,-0.1482,-0.0595,-0.1698
3587.TWO,tw,2019-07-22,up,0.0138,4.01,True,True,False,False,-0.0929,-0.0848,-0.1092,-0.0056,-0.0027
3587.TWO,tw,2019-08-02,down,0.0112,1.35,False,False,False,False,-0.0128,-0.0147,-0.0393,-0.0246,0.0258
3587.TWO,tw,2019-10-24,up,0.0146,5.55,True,True,False,False,-0.0863,0.0257,-0.0563,0.1213,-0.0719
3587.TWO,tw,2020-01-30,down,0.0541,1.15,False,False,False,False,-0.0602,-0.0681,0.0574,-0.0006,0.118
3587.TWO,tw,2020-03-16,down,0.051,1.35,False,False,False,False,-0.0027,0.127,0.1831,0.2884,0.2392
3587.TWO,tw,2020-03-24,up,0.0282,0.96,False,False,False,True,0.1277,0.2431,0.2565,0.1436,0.2191
3587.TWO,tw,2020-04-29,up,0.0207,3.92,True,True,False,False,-0.0452,0.0179,0.0716,-0.0372,0.0123
3587.TWO,tw,2020-07-09,up,0.0161,3.97,True,True,False,False,-0.0857,-0.1027,-0.2013,-0.1199,-0.1223
3587.TWO,tw,2020-07-27,up,0.0152,4.11,True,False,True,False,-0.0907,-0.1338,-0.1452,0.0003,-0.0543
3587.TWO,tw,2020-09-24,down,0.0122,1.16,False,False,False,False,-0.0569,-0.0735,-0.2095,-0.0057,-0.1944
3587.TWO,tw,2020-11-06,up,0.0129,3.86,True,False,False,True,-0.0306,-0.0741,-0.1547,-0.1053,-0.1082
3587.TWO,tw,2021-04-07,up,0.1146,6.15,True,True,False,True,-0.0365,-0.1166,-0.1229,-0.1347,0.0044
3587.TWO,tw,2021-05-11,down,0.0198,1.03,False,False,False,False,0.0382,0.0182,0.2459,-0.0116,0.1238
3587.TWO,tw,2021-12-07,up,0.0149,1.63,True,False,False,True,0.116,0.0671,0.0787,-0.099,-0.0369
3587.TWO,tw,2021-12-13,up,0.0107,5.53,True,True,False,True,0.0259,-0.0103,0.0102,-0.0963,-0.0235
3587.TWO,tw,2022-03-10,up,0.0142,0.87,False,False,False,False,0.0087,-0.0095,-0.0773,-0.0308,-0.1181
3587.TWO,tw,2022-04-25,down,0.015,1.71,True,False,False,False,-0.0408,-0.064,0.0338,-0.0176,0.0078
3587.TWO,tw,2022-07-01,down,0.0136,1.55,True,False,False,False,0.0704,0.0745,0.3303,-0.021,0.2343
3587.TWO,tw,2022-07-20,up,0.0127,1.19,False,True,False,False,-0.0703,-0.039,0.1337,0.0761,0.2556
3587.TWO,tw,2022-08-16,up,0.0163,5.64,True,True,False,False,0.0201,0.1641,0.2472,0.1552,0.1583
3587.TWO,tw,2022-08-29,down,0.016,0.88,False,False,False,False,0.157,0.197,0.181,-0.0209,0.0656
3587.TWO,tw,2022-10-11,down,0.0421,0.9,False,False,False,False,0.0475,0.057,0.1236,-0.0795,0.0045
3587.TWO,tw,2022-10-12,down,0.0155,1.35,False,False,False,False,0.1107,0.1478,0.2452,-0.0711,0.1473
3587.TWO,tw,2023-07-06,up,0.0154,2.99,True,True,True,False,-0.0114,0.0681,0.1506,0.2037,0.0393
3587.TWO,tw,2023-08-01,up,0.0214,1.63,True,True,True,False,-0.0168,0.0555,-0.1816,-0.0075,-0.279
3587.TWO,tw,2023-10-04,down,0.0114,0.32,False,False,False,False,-0.1003,-0.1935,-0.2117,-0.0509,-0.0141
3587.TWO,tw,2023-10-26,down,0.0148,1.95,True,False,False,False,-0.0916,-0.0165,0.0091,0.041,0.1247
3587.TWO,tw,2024-03-19,up,0.0135,0.33,False,False,False,True,0.0698,0.1265,-0.1442,0.0119,-0.189
3587.TWO,tw,2024-03-27,up,0.0148,0.42,False,False,True,False,0.0952,0.0885,-0.1919,-0.1932,-0.3049
3587.TWO,tw,2024-04-19,down,0.0161,1.54,True,False,False,False,-0.1392,-0.2158,-0.328,-0.0595,-0.1136
3587.TWO,tw,2024-05-06,down,0.0135,1.75,True,False,False,False,-0.076,-0.0595,-0.1136,-0.0643,0.0358
3587.TWO,tw,2024-07-18,down,0.011,0.55,False,False,False,False,0.0525,0.0716,-0.0153,0.0612,-0.0964
3587.TWO,tw,2024-09-04,down,0.0214,0.92,False,False,False,False,-0.026,-0.0394,-0.1709,-0.0645,-0.1916
3587.TWO,tw,2025-03-31,down,0.0115,1.54,True,False,False,False,-0.0186,-0.0336,-0.1333,-0.111,-0.0252
3587.TWO,tw,2025-04-07,down,0.076,0.09,False,False,False,False,-0.093,-0.1144,-0.2032,-0.1226,0.0599
3587.TWO,tw,2025-04-08,down,0.0633,1.75,True,False,False,False,-0.0037,-0.1011,-0.1514,-0.1464,0.1429
3587.TWO,tw,2025-04-10,up,0.0277,2.13,True,False,True,False,-0.0036,-0.1195,-0.1787,-0.1497,0.1192
3587.TWO,tw,2025-04-23,up,0.0169,0.53,False,False,False,False,-0.1022,-0.1607,0.1206,-0.0678,0.1349
3587.TWO,tw,2025-05-07,down,0.0295,2.12,True,False,False,False,-0.0433,-0.056,0.1519,0.0739,0.1211
3587.TWO,tw,2025-05-13,up,0.0164,0.94,False,False,False,False,-0.078,0.0157,0.1426,0.0452,0.153
3587.TWO,tw,2025-07-09,up,0.0252,3.93,True,False,False,True,0.1723,0.1301,-0.0144,-0.1079,-0.1568
3587.TWO,tw,2025-07-10,up,0.0262,4.62,True,True,False,True,0.0744,0.0112,-0.1213,-0.0928,-0.1715
3587.TWO,tw,2025-07-18,up,0.0119,3.27,True,True,True,False,-0.0808,-0.1493,-0.1905,-0.0103,-0.1919
3587.TWO,tw,2025-10-13,down,0.0122,0.63,False,False,False,False,-0.0311,-0.0509,-0.2135,-0.0436,-0.1985
3587.TWO,tw,2026-01-30,down,0.012,1.56,True,False,False,False,-0.0343,-0.1395,0.4004,0.2155,0.338
3587.TWO,tw,2026-03-09,down,0.0619,0.86,False,False,False,False,0.2639,0.2433,0.1708,0.2892,-0.2068
3587.TWO,tw,2026-03-20,up,0.0981,0.73,False,True,False,True,0.0384,0.4748,-0.1351,0.1111,
3587.TWO,tw,2026-03-23,up,0.0327,5.7,True,True,True,False,-0.03,0.2892,-0.2068,0.0611,
3596.TW,tw,2018-01-10,down,0.0187,1.8,True,False,False,False,-0.0452,-0.0584,0.1596,0.0933,0.2037
3596.TW,tw,2018-02-05,down,0.0138,0.82,False,False,False,False,0.0581,0.0749,0.247,0.0012,0.2041
3596.TW,tw,2018-03-23,down,0.021,0.61,False,False,False,False,0.0592,0.0888,0.3592,0.1143,0.3502
3596.TW,tw,2018-06-04,up,0.034,3.76,True,True,False,True,-0.0054,-0.0187,-0.1994,0.0247,-0.2546
3596.TW,tw,2018-08-13,down,0.0119,0.81,False,False,False,False,-0.0472,-0.1527,-0.0951,-0.1292,0.081
3596.TW,tw,2018-10-11,down,0.0429,2.4,True,False,False,False,0.0868,0.159,0.7046,0.2644,0.8152
3596.TW,tw,2018-12-25,down,0.0123,0.5,False,False,False,False,0.0508,0.1349,0.1824,0.1703,0.06
3596.TW,tw,2019-03-11,up,0.0204,1.73,True,False,False,False,-0.0186,-0.0317,-0.0776,-0.0526,-0.0772
3596.TW,tw,2019-07-22,up,0.0142,2.85,True,True,False,True,-0.0265,-0.0156,-0.1529,0.073,-0.2008
3596.TW,tw,2019-07-23,up,0.0139,4.32,True,True,False,False,-0.0671,-0.0597,-0.1673,0.0832,-0.2194
3596.TW,tw,2019-09-10,down,0.0522,1.66,True,False,False,False,-0.0435,-0.119,-0.1609,-0.0202,-0.1712
3596.TW,tw,2020-01-30,down,0.0653,2.0,True,False,False,False,0.0175,-0.0132,0.0626,-0.1143,0.1222
3596.TW,tw,2020-02-03,down,0.0153,1.51,True,False,False,False,0.0525,0.0561,0.0988,-0.1114,0.1096
3596.TW,tw,2020-02-04,up,0.0182,1.02,False,False,False,False,0.0613,0.032,0.0941,-0.0744,0.0904
3596.TW,tw,2020-03-13,down,0.0496,2.52,True,False,False,False,0.0776,0.1357,0.1722,0.1257,0.0694
3596.TW,tw,2020-04-07,up,0.0126,1.03,False,False,False,False,-0.0431,0.0193,-0.0171,0.129,-0.0734
3596.TW,tw,2020-05-11,up,0.0215,4.09,True,True,False,False,-0.0409,-0.1171,-0.2883,-0.0854,-0.2121
3596.TW,tw,2021-03-31,up,0.018,2.1,True,True,False,True,-0.0018,-0.0564,-0.0614,-0.1519,-0.0512
3596.TW,tw,2021-11-04,up,0.014,5.82,True,True,False,True,-0.0722,-0.1064,0.0183,0.1317,0.0846
3596.TW,tw,2022-05-06,down,0.0579,1.64,True,False,False,False,0.1254,0.1345,0.2589,0.0475,0.0138
3596.TW,tw,2022-08-12,down,0.0248,4.75,True,False,False,False,-0.0031,0.0447,-0.0428,0.003,-0.0973
3596.TW,tw,2022-08-29,down,0.0177,1.01,False,False,False,False,0.0409,0.0007,-0.0995,-0.0035,-0.0665
3596.TW,tw,2023-05-05,up,0.0243,4.81,True,True,False,True,0.0018,0.0027,0.156,-0.0294,0.2628
3596.TW,tw,2023-07-31,up,0.0113,3.7,True,True,True,False,-0.0233,0.042,0.116,0.2235,0.1806
3596.TW,tw,2024-05-07,down,0.0117,3.97,True,False,False,False,-0.0369,-0.0018,-0.1587,-0.1131,-0.178
3596.TW,tw,2024-07-15,down,0.0129,4.95,True,False,False,False,0.0967,0.0833,0.045,-0.0153,0.0159
3596.TW,tw,2024-08-05,down,0.0242,1.19,False,False,False,False,-0.0557,-0.0456,-0.0282,-0.0073,0.1068
3596.TW,tw,2024-09-04,down,0.0241,1.64,True,False,False,False,-0.0086,-0.0084,0.1186,-0.0018,0.1031
3596.TW,tw,2024-10-07,up,0.0102,1.76,True,True,True,False,-0.0023,0.1049,0.1408,0.0676,0.1323
3596.TW,tw,2024-11-20,down,0.018,0.84,False,False,False,False,0.0431,0.0254,0.1257,0.0215,0.2365
3596.TW,tw,2025-04-07,down,0.0833,0.35,False,False,False,False,0.1928,0.0236,-0.1973,-0.2531,-0.4523
3596.TW,tw,2025-04-08,down,0.0467,1.24,False,False,False,False,0.2448,0.0538,-0.1612,-0.2688,-0.4623
3596.TW,tw,2025-08-04,up,0.0179,0.51,False,True,False,True,-0.023,-0.0346,-0.3928,-0.0869,-0.3559
3596.TW,tw,2026-03-23,down,0.013,0.54,False,False,False,False,-0.0871,-0.1777,-0.3576,-0.2626,
3653.TW,tw,2018-01-04,up,0.0189,5.71,True,True,False,False,-0.0584,-0.0707,-0.1004,-0.0496,-0.0712
3653.TW,tw,2018-02-09,down,0.014,1.39,False,False,False,False,-0.0088,0.0295,0.0516,0.0203,0.1653
3653.TW,tw,2018-03-23,down,0.0103,0.84,False,False,False,False,-0.0107,-0.0205,0.0465,-0.0403,-0.0044
3653.TW,tw,2018-07-10,up,0.0107,2.04,True,False,False,True,0.0041,-0.0192,0.1004,-0.0538,0.0041
3653.TW,tw,2018-09-05,up,0.0255,9.25,True,True,False,True,0.1215,-0.0304,0.0866,-0.1833,0.0307
3653.TW,tw,2018-09-06,up,0.0195,12.47,True,True,False,True,-0.0828,-0.1383,-0.0231,-0.0815,0.169
3653.TW,tw,2018-10-11,down,0.0702,0.5,False,False,False,False,-0.0339,0.1132,0.3584,0.1724,0.4318
3653.TW,tw,2018-10-17,up,0.0207,0.58,False,False,True,False,-0.095,0.0335,0.3318,0.3533,0.4837
3653.TW,tw,2018-10-25,down,0.0396,0.97,False,False,False,False,0.1578,0.1724,0.4318,0.0505,0.3137
3653.TW,tw,2018-11-08,up,0.0153,2.26,True,True,True,False,0.0176,0.0505,0.3137,0.1659,0.37
3653.TW,tw,2018-11-28,up,0.0721,2.48,True,True,False,False,0.0557,0.0151,0.2871,0.0426,0.4266
3653.TW,tw,2018-12-05,down,0.0106,1.2,False,False,False,False,0.1168,0.12,0.358,0.0362,0.4032
3653.TW,tw,2019-01-07,up,0.0146,0.51,False,False,False,True,0.0011,0.0681,0.431,0.1142,0.3197
3653.TW,tw,2019-10-14,up,0.0106,1.14,False,True,True,False,0.12,0.2089,0.4718,0.1052,0.2078
3653.TW,tw,2020-02-24,down,0.0108,0.78,False,False,False,False,-0.0485,-0.2157,-0.0114,-0.0181,0.2001
3653.TW,tw,2020-03-12,down,0.0185,1.99,True,False,False,False,0.0076,0.1402,0.4035,0.2517,0.6068
3653.TW,tw,2020-03-13,down,0.0439,1.9,True,False,False,False,0.1291,0.2374,0.5656,0.1571,0.4714
3653.TW,tw,2020-03-23,down,0.0115,0.73,False,False,False,False,0.4037,0.5416,1.0164,0.0906,0.435
3653.TW,tw,2020-03-24,up,0.0311,0.57,False,False,False,True,0.2781,0.4341,0.8361,0.1005,0.4292
3653.TW,tw,2020-03-25,up,0.0727,0.41,False,False,False,True,0.2297,0.3347,0.6922,0.0666,0.5219
3653.TW,tw,2020-04-07,up,0.0139,0.8,False,False,False,True,0.062,0.0956,0.4294,-0.0469,0.1729
3653.TW,tw,2020-05-27,up,0.0129,4.58,True,True,False,True,0.0297,0.0922,0.016,0.1054,0.0203
3653.TW,tw,2020-10-29,down,0.0128,0.84,False,False,False,False,-0.1857,-0.2001,-0.3151,-0.0355,-0.1624
3653.TW,tw,2021-04-07,up,0.0154,1.68,True,False,False,False,-0.1129,-0.2996,-0.0164,0.006,0.212
3653.TW,tw,2022-02-14,down,0.0125,0.5,False,False,False,False,-0.0074,-0.0228,0.1156,0.1046,-0.0146
3653.TW,tw,2022-03-10,up,0.0312,2.71,True,False,False,True,0.1069,0.1238,0.18,-0.0104,0.0152
3653.TW,tw,2022-05-06,down,0.0129,0.5,False,False,False,False,-0.0377,-0.0397,0.0586,0.0242,0.1549
3653.TW,tw,2022-06-17,down,0.0122,1.52,True,False,False,False,-0.0307,-0.0101,0.275,0.1877,0.3385
3653.TW,tw,2022-07-08,up,0.0347,1.72,True,False,True,False,0.1961,0.1359,0.4514,0.0404,0.187
3653.TW,tw,2022-07-12,down,0.0118,1.1,False,False,False,False,0.3382,0.2888,0.6491,0.0509,0.0886
3653.TW,tw,2022-08-29,down,0.0202,0.98,False,False,False,False,0.0721,0.0922,0.0349,0.14,0.0006
3653.TW,tw,2022-10-17,down,0.013,1.28,False,False,False,False,-0.0462,-0.079,-0.1308,-0.0647,-0.0824
3653.TW,tw,2022-10-20,down,0.0193,1.65,True,False,False,False,0.1501,0.0407,-0.0211,-0.1404,-0.1813
3653.TW,tw,2023-11-02,up,0.039,2.34,True,False,True,False,-0.0779,-0.0149,0.0552,0.078,0.2455
3653.TW,tw,2024-08-14,up,0.0133,1.02,False,False,False,True,0.0888,0.0746,0.1952,-0.0153,0.0044
3653.TW,tw,2024-08-16,up,0.0287,1.59,True,True,False,True,0.0262,0.016,0.0673,-0.0586,-0.0104
3653.TW,tw,2024-12-23,up,0.0105,0.72,False,False,False,False,0.0139,-0.0915,-0.212,-0.1299,-0.2068
3653.TW,tw,2025-01-07,up,0.0101,2.34,True,True,True,False,-0.1002,-0.1299,-0.2068,-0.0048,-0.1071
3653.TW,tw,2025-02-03,down,0.0545,1.0,False,False,False,False,0.1099,0.0426,-0.0964,-0.066,0.0461
3653.TW,tw,2025-03-03,down,0.0152,0.72,False,False,False,False,-0.0311,-0.1501,0.1111,-0.1288,0.2495
